,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
28268,"MODERN & SPACIOUS PAD!
5MINS TO L/J,M/A,C TRAINS",9269783089,Unconfirmed,Carmen,Brooklyn,Bushwick,40.68328,-73.90783,United States,US,1,flexible,Entire home/apt,2018.0,836,167,2.0,13.0
28269,Sunny & Chic LES apartment,49653411496,Verified,Nicholas,Manhattan,Lower East Side,40.7199,-73.99225,United States,US,1,flexible,Private room,2004.0,959,192,4.0,4.0
28270,New Midtown Luxury Studio in Perfect Location,30519168744,Verified,Dan,Manhattan,Murray Hill,40.74665,-73.97856,United States,US,1,flexible,Entire home/apt,2022.0,1006,201,2.0,0.0
28271,Beautifully curated artist apartment in Park Slope,3850415183,Unconfirmed,Fabiola,Brooklyn,South Slope,40.66514,-73.99017,United States,US,0,flexible,Entire home/apt,2022.0,1090,218,1.0,68.0
28272,Home Away from Home: The Enlightenment Room.,42649446670,Verified,J-,Brooklyn,Bushwick,40.69977,-73.91983,United States,US,0,moderate,Private room,2014.0,961,192,3.0,22.0
28273,Best Kept Secret in Carroll Gardens BROOKLYN!!,80966365919,Unconfirmed,Jeffrey,Brooklyn,Columbia St,40.68274,-74.0046,United States,US,1,flexible,Entire home/apt,2020.0,900,180,4.0,42.0
28274,THE COOL HOUSE,30216852838,Unconfirmed,Erick,Queens,Woodside,40.74907,-73.90083,United States,US,1,moderate,Private room,2017.0,623,125,5.0,7.0
28275,Home Away from Home: The Cerebral Room,83750412655,Unconfirmed,J-,Brooklyn,Bushwick,40.70093,-73.91864,United States,US,1,strict,Private room,2003.0,837,167,2.0,22.0
28276,Your Private Room,53421386962,Unconfirmed,Aendel,Queens,Long Island City,40.75303,-73.93287,United States,US,1,strict,Private room,2007.0,249,50,4.0,77.0
28277,Great Room in Brooklyn,68092249855,Verified,Becky,Brooklyn,Kensington,40.64449,-73.97843,United States,US,1,flexible,Private room,2012.0,873,175,5.0,2.0
28278,Big Bright Room in East Williamsburg,45798207220,Unconfirmed,Giovanni,Brooklyn,Williamsburg,40.71881,-73.93965,United States,US,1,strict,Private room,2021.0,150,30,5.0,2.0
28279,"Private Room (rm3), 5 mins from Columbia",36330477773,Verified,Eugene,Manhattan,Morningside Heights,40.81232,-73.95849,United States,US,0,strict,Private room,2006.0,518,104,3.0,47.0
28280,61st east room C manhattan private,7941485710,Verified,Eliahu,Manhattan,Upper East Side,40.76221,-73.96726,United States,US,1,flexible,Entire home/apt,2013.0,849,170,1.0,43.0
28281,Dina airbnb 61 street east D,2402238002,Unconfirmed,Eliahu,Manhattan,Upper East Side,40.76015,-73.96227,United States,US,1,moderate,Entire home/apt,2016.0,228,46,2.0,4.0
28282,2 bedroom apt in queens,94782744865,Unconfirmed,Reut,Queens,Fresh Meadows,40.72887,-73.79206,United States,US,0,flexible,Private room,2011.0,1150,230,2.0,0.0
28283,Spacious Loft with Amazing Sky Views,47433820844,Unconfirmed,Philippe,Brooklyn,Williamsburg,40.71247,-73.96443,United States,US,0,moderate,Entire home/apt,2019.0,575,115,2.0,8.0
28284,Spacious Queen Room close to Prospect Park,28577888634,Unconfirmed,Sydney,Brooklyn,Flatbush,40.65275,-73.95457,United States,US,1,strict,Private room,2013.0,325,65,10.0,8.0
28285,Comfortable and Quiet,11207017251,Unconfirmed,Aaron,Brooklyn,Sunset Park,40.64976,-74.00165,United States,US,1,flexible,Private room,2020.0,1139,228,1.0,27.0
28286,61 st East room D Manhattan private,95888076168,Verified,Eliahu,Manhattan,Upper East Side,40.76014,-73.96098,United States,US,1,flexible,Entire home/apt,2012.0,1195,239,1.0,25.0
28287,Private room near Central Park/Columbia University,52287801874,Verified,Indhira & Alex,Manhattan,Morningside Heights,40.80737,-73.95732,United States,US,1,flexible,Private room,2021.0,1006,201,2.0,39.0
28288,Just Minutes From Manhattan,94796919447,Verified,Ella,Bronx,Mott Haven,40.80986,-73.9214,United States,US,1,strict,Entire home/apt,2009.0,280,56,2.0,57.0
28289,Get lost at the tip of Manhattan,35203387278,Unconfirmed,Noel,Manhattan,Inwood,40.86456,-73.92799,United States,US,1,moderate,Entire home/apt,2015.0,385,77,2.0,32.0
28290,❤️ Furnished One Bedroom with Terrace!! ★★★★★,13421668775,Unconfirmed,Mark,Manhattan,Midtown,40.75388,-73.96727,United States,US,1,strict,Entire home/apt,2012.0,618,124,2.0,109.0
28291,Pleasant & Low-priced place  in Manhattan,38795280826,Verified,Carlina,Manhattan,Harlem,40.82645,-73.94984,United States,US,1,flexible,Private room,2017.0,347,69,1.0,41.0
28292,Cozy space+36fl.beautiful view+excellent location,21275959693,Unconfirmed,Lina,Manhattan,Hell's Kitchen,40.77122,-73.99234,United States,US,0,strict,Entire home/apt,2021.0,615,123,1.0,1.0
28293,Bright & Beautiful in the East Village,89804407858,Verified,Kara,Manhattan,East Village,40.72432,-73.98916,United States,US,0,flexible,Private room,2006.0,459,92,1.0,0.0
28294,"Cozy, Comfy, Beautiful in the East Village",8521467033,Verified,Kara,Manhattan,East Village,40.72472,-73.98881,United States,US,1,flexible,Entire home/apt,2003.0,379,76,2.0,0.0
28295,Clean private room in Manhattan,94379721197,Verified,Conor,Manhattan,East Harlem,40.78538,-73.94121,United States,US,0,flexible,Private room,2015.0,1012,202,2.0,1.0
28296,Upper east side duplex,89785672277,Verified,Jonathan,Manhattan,Upper East Side,40.76396,-73.96365,United States,US,0,flexible,Entire home/apt,2012.0,819,164,3.0,1.0
28297,The most beautiful home in Bed-Stuy,60774265357,Unconfirmed,Sam,Brooklyn,Bedford-Stuyvesant,40.68994,-73.93031,United States,US,1,flexible,Private room,2011.0,264,53,20.0,0.0
28298,Cozy room in Bushwick- 15 min to the city,54949446000,Verified,Scarlett,Brooklyn,Bushwick,40.69735,-73.93276,United States,US,1,flexible,Private room,2011.0,933,187,1.0,10.0
28299,A comfy apartment,17738977091,Unconfirmed,Sophia,Brooklyn,Bedford-Stuyvesant,40.68124,-73.9456,United States,US,0,moderate,Entire home/apt,2006.0,396,79,30.0,4.0
28300,2 bedroom 1 bathroom kitchen and living area,92489796463,Verified,Monica,Queens,Queens Village,40.70383,-73.73416,United States,US,1,strict,Private room,2015.0,697,139,3.0,0.0
28301,Beautiful Apartment in Central Harlem,69375294840,Unconfirmed,Dana,Manhattan,Harlem,40.81685,-73.93711,United States,US,0,flexible,Entire home/apt,2007.0,327,65,3.0,3.0
28302,Manhattan Palace Presidential Suite,83791853303,Unconfirmed,Joseph,Manhattan,Upper West Side,40.80115,-73.96524,United States,US,1,flexible,Private room,2010.0,758,152,1.0,0.0
28303,Beautiful & sunny large room in a gorgeous apt.,26672790783,Verified,Maria,Brooklyn,East Flatbush,40.65547,-73.92567,United States,US,1,flexible,Private room,2018.0,414,83,30.0,7.0
28304,"Studio in Luxury Building - UWS - Indoor Pool, Gym",56365921332,Unconfirmed,Priscilla,Manhattan,Upper West Side,40.79334,-73.96388,United States,US,0,flexible,Private room,2006.0,951,190,6.0,0.0
28305,"Harlem-Sugar Hill gracious apt, great location.",5257147991,Verified,Karen,Manhattan,Harlem,40.82601,-73.9433,United States,US,0,strict,Private room,2012.0,1133,227,1.0,1.0
28306,Prívate room,67800060290,Verified,Rocio,Bronx,Norwood,40.87396,-73.87785,United States,US,0,flexible,Private room,2011.0,868,174,30.0,24.0
28307,Historical home N.shore Staten Isl. nr FREE ferry.,32743742438,Verified,Reuben,Staten Island,Stapleton,40.6322,-74.07913,United States,US,0,moderate,Entire home/apt,2007.0,553,111,30.0,25.0
28308,"Lovely, river view oasis!",9878549987,Unconfirmed,Joyce,Manhattan,Roosevelt Island,40.76241,-73.94878,United States,US,0,moderate,Private room,2017.0,513,103,7.0,0.0
28309,"Spacious, Sunlit, Master Bedroom in Brooklyn",2467962248,Unconfirmed,Fahmida,Brooklyn,Prospect Heights,40.67579,-73.96514,United States,US,0,moderate,Private room,2018.0,166,33,2.0,0.0
28310,AMAZING Greenpoint/Williamsburg PRIVATE Room,15540896089,Verified,Elena,Brooklyn,Greenpoint,40.73304,-73.95125,United States,US,0,strict,Private room,2008.0,191,38,1.0,16.0
28311,Stellar Crown Heights Location! (Private Bdrm),39755532569,Verified,Kate,Brooklyn,Crown Heights,40.67632,-73.95535,United States,US,0,strict,Private room,2004.0,1188,238,4.0,0.0
28312,1D  Private Rm  in Guesthouse Manhattan,98631460172,Unconfirmed,Bobi,Manhattan,East Harlem,40.80686,-73.93822,United States,US,0,moderate,Private room,2013.0,378,76,1.0,13.0
28313,"Hamilton Heights Sunny Studio, Manhattan",54506680482,Verified,Kumar,Manhattan,Harlem,40.82788,-73.94441,United States,US,0,flexible,Entire home/apt,2019.0,918,184,1.0,111.0
28314,Spacious apartment near East Village and LES,60915237876,Unconfirmed,Stephen,Manhattan,East Village,40.72181,-73.98146,United States,US,1,flexible,Entire home/apt,2016.0,334,67,3.0,1.0
28315,"Bright, cozy room in UWS next to Central Park",61570878498,Verified,Yiran,Manhattan,Upper West Side,40.80055,-73.96078,United States,US,1,strict,Private room,2013.0,779,156,3.0,0.0
28316,2 bedroom apartment in harlem,18427758899,Unconfirmed,Alan,Manhattan,East Harlem,40.8141,-73.93602,United States,US,1,flexible,Entire home/apt,2005.0,943,189,1.0,8.0
28317,Private Bedroom in Brownstone Near Subway,67658952990,Verified,Brady,Brooklyn,Bedford-Stuyvesant,40.69004,-73.92993,United States,US,1,flexible,Private room,2011.0,380,76,1.0,92.0
28318,"Prospect Park, Lefferts Garden Townhouse",28099167575,Unconfirmed,Conor,Brooklyn,Prospect-Lefferts Gardens,40.66215,-73.95187,United States,US,1,strict,Entire home/apt,2015.0,1158,232,3.0,4.0
28319,Cozy & artsy apt in East Village - 2 bedrooms,60145197733,Verified,Frannie,Manhattan,East Village,40.7316,-73.98507,United States,US,1,flexible,Entire home/apt,2017.0,537,107,7.0,0.0
28320,Private Room for 2,42054088971,Verified,Nate,Brooklyn,Bedford-Stuyvesant,40.6905,-73.93312,United States,US,1,flexible,Private room,2013.0,580,116,1.0,14.0
28321,"A Quiet, Sunny Gem in Crown Heights",50421492907,Unconfirmed,Bunge,Brooklyn,Crown Heights,40.6687,-73.93628,United States,US,0,strict,Private room,2007.0,929,186,5.0,0.0
28322,Home away from home,54854930795,Unconfirmed,Eve,Queens,Cambria Heights,40.69807,-73.74432,United States,US,1,flexible,Private room,2019.0,138,28,5.0,0.0
28323,Brooklyn Heights Getaway,2449544249,Verified,Meahgan,Brooklyn,Brooklyn Heights,40.69379,-73.99753,United States,US,0,moderate,Entire home/apt,2009.0,1043,209,3.0,10.0
28324,15 to JFK/LGA 30 to Manhattan.Close to St John’s,64408042651,Verified,K,Queens,Jamaica Estates,40.71248,-73.78896,United States,US,0,flexible,Entire home/apt,2005.0,1047,209,1.0,88.0
28325,Like your Private (artist / railroad) Apartment,47105586895,Unconfirmed,Rose,Brooklyn,Williamsburg,40.71868,-73.95917,United States,US,0,strict,Private room,2014.0,427,85,3.0,1.0
28326,Private room in luxury SoHo Loft,45149952007,Verified,Marcus,Manhattan,SoHo,40.72293,-74.00361,United States,US,0,flexible,Private room,2015.0,957,191,3.0,0.0
28327,Private Double Room in Midtown NYC/Times Square,94382822953,Verified,Peter,Manhattan,Hell's Kitchen,40.76256,-73.98935,United States,US,0,flexible,Private room,2013.0,1169,234,3.0,15.0
28328,Lower East Side- Perfect 1 Bedroom! #12,35808131127,Verified,Karen,Manhattan,Lower East Side,40.7211,-73.99321,United States,US,1,flexible,Entire home/apt,2012.0,1147,229,30.0,2.0
28329,"Cozy 2 Bedroom apartment, Feel like home!",34019711121,Unconfirmed,Eva,Brooklyn,Bedford-Stuyvesant,40.69336,-73.95171,United States,US,0,strict,Entire home/apt,2003.0,237,47,6.0,2.0
28330,Cosy.,82560660010,Unconfirmed,John,Brooklyn,East New York,40.66254,-73.88896,United States,US,1,flexible,Private room,2007.0,250,50,3.0,18.0
28331,Suite 18 - Private Room w/ bath,85577552027,Unconfirmed,Daisy,Brooklyn,Brighton Beach,40.58195,-73.95789,United States,US,1,flexible,Private room,2007.0,130,26,1.0,70.0
28332,House of Love,47077703413,Unconfirmed,Shana,Brooklyn,East Flatbush,40.65129,-73.94058,United States,US,0,moderate,Private room,2006.0,501,100,1.0,10.0
28333,Comfortable Brooklyn Studio,55314149094,Unconfirmed,Brenda,Brooklyn,East Flatbush,40.64857,-73.94407,United States,US,1,moderate,Entire home/apt,2007.0,100,20,2.0,43.0
28334,Luxury Condo Lexington & Park Ave  Sleeps 6,4720186640,Verified,David,Manhattan,Midtown,40.74317,-73.98605,United States,US,0,strict,Entire home/apt,2020.0,401,80,2.0,69.0
28335,FULL VIEW NYC Room in Williamsburg & Giant Terrace,96083781934,Verified,Ilginutin,Brooklyn,Williamsburg,40.71914,-73.96237,United States,US,1,flexible,Private room,2016.0,111,22,6.0,4.0
28336,"Cozy room, female only, AC include&3 subway lines",59914335434,Unconfirmed,Emma,Manhattan,Upper West Side,40.80253,-73.96315,United States,US,0,flexible,Private room,2006.0,319,64,1.0,6.0
28337,Private Sunny Room (B) in Historic Townhouse,50387505779,Verified,Christine,Brooklyn,East Flatbush,40.65255,-73.9454,United States,US,1,moderate,Private room,2021.0,723,145,2.0,5.0
28338,Best Value in Manhattan - Steps from 6 Train,33107883771,Unconfirmed,Danielle,Manhattan,East Harlem,40.79005,-73.94929,United States,US,0,flexible,Entire home/apt,2019.0,141,28,4.0,4.0
28339,Upper Manhattan Oasis,74878696760,Unconfirmed,Darcy,Manhattan,Inwood,40.8637,-73.92858,United States,US,0,moderate,Entire home/apt,2020.0,992,198,3.0,0.0
28340,Awesome spacious one bedroom in prime NYC location,59732940711,Unconfirmed,Michael,Brooklyn,Park Slope,40.67682,-73.97476,United States,US,0,flexible,Entire home/apt,2008.0,873,175,7.0,0.0
28341,Brooklyn Apartment with Great Natural Lighting,84713456802,Unconfirmed,Dotun,Brooklyn,Crown Heights,40.67626,-73.92936,United States,US,0,strict,Private room,2008.0,259,52,3.0,0.0
28342,Beautiful Williamsburg Condo with Private Roof,39165154678,Unconfirmed,Sam,Brooklyn,Williamsburg,40.71773,-73.94359,United States,US,0,flexible,Entire home/apt,2014.0,665,133,2.0,6.0
28343,Perfect Vacation Rental for Family,91225007981,Unconfirmed,Sid,Brooklyn,Bedford-Stuyvesant,40.68098,-73.92706,United States,US,1,strict,Private room,2017.0,1009,202,1.0,12.0
28344,Comfortable and Clean Place in Bed-Stuy,95181339344,Verified,Crystal,Brooklyn,Bedford-Stuyvesant,40.6899,-73.93634,United States,US,0,flexible,Private room,2019.0,565,113,30.0,0.0
28345,"Large, King Size NYC Room Near Trains",20175732358,Unconfirmed,Arianna & Z,Brooklyn,Bushwick,40.6987,-73.93776,United States,US,1,flexible,Private room,2015.0,1024,205,2.0,85.0
28346,Perfect Greenpoint Loft,7087755398,Verified,Colin,Brooklyn,Greenpoint,40.73767,-73.95732,United States,US,1,strict,Private room,2019.0,1160,232,6.0,3.0
28347,Cozy 4 bedroom duplex in NYC borough of Brooklyn,23104392471,Verified,Charmine,Brooklyn,Crown Heights,40.67191,-73.93411,United States,US,1,strict,Entire home/apt,2007.0,578,116,3.0,6.0
28348,Comfortable Studio Apartment!,46275088615,Unconfirmed,Alexei,Bronx,Fordham,40.86665,-73.8954,United States,US,0,moderate,Entire home/apt,2022.0,531,106,3.0,26.0
28349,Williamsburg stunning duplex apartment 4br/3bath,77353117689,Verified,Ann,Brooklyn,Williamsburg,40.71299,-73.96144,United States,US,1,moderate,Entire home/apt,2005.0,988,198,2.0,92.0
28350,Cozy Room Close to Columbia,18729569994,Verified,Yiou,Manhattan,Upper West Side,40.80034,-73.96127,United States,US,1,strict,Private room,2009.0,775,155,3.0,1.0
28351,Victorian Artist Loft,24024080466,Unconfirmed,Diana,Brooklyn,Bushwick,40.69818,-73.93577,United States,US,1,flexible,Private room,2014.0,642,128,3.0,12.0
28352,Cozy affordable room #2,52327886359,Verified,Jannices,Brooklyn,Bushwick,40.68741,-73.9066,United States,US,1,flexible,Private room,2013.0,167,33,1.0,48.0
28353,"Private Brooklyn studio, cozy for wintertime",28527877758,Verified,Jennifer,Brooklyn,East Flatbush,40.65398,-73.94399,United States,US,1,flexible,Entire home/apt,2018.0,399,80,2.0,52.0
28354,Aysgarth Brooklyn,97480881869,Verified,Cheryl,Brooklyn,Prospect Heights,40.68001,-73.96557,United States,US,1,strict,Entire home/apt,2019.0,65,13,5.0,6.0
28355,Habitación comoda,47118268312,Unconfirmed,Maria,Bronx,Fordham,40.85419,-73.89827,United States,US,0,strict,Private room,2011.0,150,30,2.0,15.0
28356,Bedroom for two in Clinton Hill,92582347829,Verified,Emmet,Brooklyn,Bedford-Stuyvesant,40.69207,-73.96021,United States,US,0,moderate,Private room,2008.0,341,68,5.0,3.0
28357,SJU大学,74058768529,Unconfirmed,Peng,Queens,Flushing,40.72465,-73.80162,United States,US,1,moderate,Shared room,2013.0,1061,212,1.0,0.0
28358,Private Bedroom in Clinton Hill,35967415502,Unconfirmed,Cecilia,Brooklyn,Clinton Hill,40.68641,-73.96124,United States,US,1,strict,Private room,2010.0,824,165,12.0,1.0
28359,Cozy Historical Brooklyn Heights 1-Bedroom #10273,32224676226,Unconfirmed,Carmen,Brooklyn,Brooklyn Heights,40.69335,-73.9984,United States,US,1,moderate,Entire home/apt,2005.0,1046,209,3.0,8.0
28360,Luxury Williamsburg Apt for Four,53542226190,Verified,Niamh,Brooklyn,Williamsburg,40.71179,-73.93872,United States,US,0,strict,Entire home/apt,2015.0,1004,201,2.0,2.0
28361,Cozy semi-private small cabin near Times Square,95043507060,Verified,Anallely,Manhattan,Chelsea,40.7498,-73.99623,United States,US,0,moderate,Private room,2009.0,545,109,1.0,5.0
28362,Cozy Brooklyn Apartment w/ Private Backyard,76197244543,Unconfirmed,Kali,Brooklyn,Bedford-Stuyvesant,40.6874,-73.94186,United States,US,1,strict,Entire home/apt,2003.0,346,69,4.0,5.0
28363,Bushwick Bedroom,96546035643,Unconfirmed,Mike,Brooklyn,Bushwick,40.69946,-73.92686,United States,US,0,moderate,Private room,2017.0,220,44,1.0,0.0
28364,Central Park Cozy Home,27487008462,Verified,Robert,Manhattan,Midtown,40.76006,-73.96541,United States,US,0,flexible,Private room,2020.0,535,107,1.0,52.0
28365,Beautiful & spacious East Village Studio,37070800356,Unconfirmed,Francisco,Manhattan,East Village,40.7277,-73.99007,United States,US,0,moderate,Entire home/apt,2015.0,554,111,5.0,0.0
28366,Bright/Large 1 Bdr Flat W/Parking!,23000558171,Verified,Brian,Bronx,Kingsbridge,40.88435,-73.90305,United States,US,1,moderate,Entire home/apt,2005.0,368,74,2.0,14.0
28367,Room in LIC/Astoria close to the city & LGA/JFK,5533420189,Unconfirmed,Yumi,Queens,Long Island City,40.75501,-73.93455,United States,US,1,moderate,Private room,2011.0,471,94,1.0,19.0
28368,Sunny Studio in Greenpoint - Private Bath/Kitchen,14485780263,Verified,Jess,Brooklyn,Greenpoint,40.72188,-73.94355,United States,US,0,flexible,Private room,2014.0,770,154,3.0,8.0
28369,Stunning Private Room in Awesome BK,90558529460,Verified,Lauren,Brooklyn,Bedford-Stuyvesant,40.68784,-73.95235,United States,US,1,flexible,Private room,2003.0,688,138,3.0,0.0
28370,Feel like your home,42366181003,Verified,Nilufer,Queens,Long Island City,40.73641,-73.92738,United States,US,0,flexible,Private room,2007.0,300,60,4.0,39.0
28371,"Artsy, Brooklyn Apt minutes away from Manhattan.",95994815603,Verified,Lucerne,Brooklyn,Bedford-Stuyvesant,40.68503,-73.94093,United States,US,0,flexible,Entire home/apt,2012.0,1074,215,28.0,4.0
28372,Oasis in East Flatbush,59726101805,Verified,Jackee,Brooklyn,East Flatbush,40.64322,-73.93745,United States,US,0,moderate,Entire home/apt,2005.0,863,173,2.0,74.0
28373,High Rise Luxury 1bdr Apt by Time Square,91775703678,Unconfirmed,Sabri,Manhattan,Hell's Kitchen,40.7633,-73.99716,United States,US,0,strict,Entire home/apt,2017.0,731,146,2.0,0.0
28374,"Spacious, Quiet room in Clinton Hill Duplex",98412802715,Verified,Candice,Brooklyn,Clinton Hill,40.69526,-73.96613,United States,US,1,moderate,Private room,2012.0,281,56,2.0,0.0
